,category,text
1253,electronics,"First off, not a perfect product far from infact, takes a bit of tinkering to work right and the instructions arn't really clear. I had the Audigy 2 ZS before this sound card and it was a simple install card, install drivers and your good to go; huge improvement over the onboard AC97. This was the first problem, the fact that I had drivers on my system from a previous Sound Blaster card, had to sweep them from my system. my next problem was that the X-Fi drivers that come with the card are beta at best and have conflicts with motherboard chipsets and video cards, but nothing that updates from there website won't fix (the original drivers must be installed first). Now why would I give a sound card that ships with sub par drivers a 4 out of 5, the sound is incredible. If the Audigy was step up from the onboard, then the X-Fi is a giant leap. Great for games and movies"
1254,electronics,"Pros: Perfect sound, solved resampling issuesCons: famous popping/crackling noises makes it useless for gaming, especially in BF2 (which use OpenAL by Creative). Crystallizer is useless.This card has the most advanced sound processor which does not work on at least 20% of high end systems, not only NVidia NForce 4 chipset, but also with other AMD and Intel CPU motherboards: see Google for ""X-Fi popping/crackling"".  Even if you do not have in game crackling immediately, you have a good chance to get it after any memory or HD upgrade or driver configuration change. For long time  Creative denied existence of this problem. Eventually it was recognized (see official CL forums) and a new driver (since November 2005!) was promised at the end of May 2006, but beta version published 05/30/06 did not solve my problem. In the case of old audigy 2 zs the problem was solved with unofficial ""hacked"" drivers. I suspect that X-Fi crackling is an architecture design flow, which cannot be completely solved at software level, because PCI bus cannot provide sufficient memory access for the ""the fastest sound processor"" simultaneously with high end graphic card, HD controller, and other devices. Bottom end: I have to stop playing games, or go back to low quality integrated sound. Do not take risk, wait for working drivers, or buy a working card from different manufacturer. With fixed drivers I would give this card 4 or 5 stars.UPDATE 06/12/2006I found that many desktop motherboards (MB) have really slow south bridge (south bridge is connecting PCI, USB, Firewire, and HD to CPU directly or through north bridge), especially MBs with NVidia chipsets (and even with some Intel MBs). New beta X-Fi driver and MB BIOS updates solved the problem in many cases (but not for my MB Asrock K8NF4G-SATA2, nVidia 6100 / 410 MCP chipset), but situation is still marginal and X-Fi might go unstable again. I contact CL customer service, they did not solved the problem, but pointed out that ATI chipsets (Athlon 64, ATI 200 or 3200) have no problems with X-Fi. I decided not to return SB to seller, but save it for a new computer with ATI based MB. I guess that majority of workstation class MBs with upscale south bridge and PCI-X (even NVidia based) also should be fine with X-Fi. The trouble is that majority of X-Fi buyers have generic NVidia based MBs like me. So I can give X-Fi two stars instead of 1 (but I cannot change the rating), and even more stars if it will work well in my new computer of after new driver release (if it will work)"
1255,electronics,"Hardware was A breeze to install.took about 20 minuets including the bay.Same for the software, no problems.Sound Quality is much improved over my old live card.In battlefield 2 game play is much improved on my 2.4/radeon 9700 pro/512.Before I would freeze framing during start in rooms, and during game play in intense situations.Now with the X-Fi I have none of that, and the game runs much smoother overall. Dvd movies sound much improved. Music is also much improved. The only problem Ive  had burning expanded mp3's is 1 didnt convert well out of 5 so far. Software interface is also A bit lack luster, but is functional. Card is worth the price, hopefully upgrades will improve interface. "
1256,electronics,"The last soundblaster I had used was a soundblaster Live a couple of years ago. Since then, I've been relying on onboard sound on Nforce based motherboards. Sound quality was okay, but there always seemed to be issues with the drivers and a fair amount of background noise on the analog outputs. I decided to upgrade to the X-fi when I started to have sound dropouts while playing Oblivion. Sound quality from the X-Fi is great, especially with headphones. I'm only using the Drive bay I/O panel for the headphone jack, but the price of the Platinum version wasn't much more than just the basic card, so it was money well spent. If I had this set up as a media center PC, the remote control functions would make this an even better deal.A few notes:-I had no problems installing this on an NForce4 based motherboard (Asus A8N-SLI Deluxe)-The I/O drive bay only comes in black. If you still have a tan case you're out of luck-There is a digital SPDIF output available on the back of the card. It's a mini 1/8"" jack, and unfortunately no adapter to RCA jack is included"
1257,electronics,"I've been a Turtle Beach lover because I'm not a audiophile need most the best quality but can't bear with the poor quality with onboard audio. The quality Turtle Beach deliver is usually good enough and their package usually comes with a very good value. Been using Santa Cruz for years and it runs great. After upgrading CPU/Motherboard and to Z-5500, found the Santa Cruz seems to be lagging, usually about 3-5 glitches (sudden stop of sound) during mp3 playback. It might be my system's problem but anyway upgrade to Montego DDL fixed the problem. Used optical output on Montego DDL and it sounds good enough to me. But Montego DDL has a microphone problem (too low volume) that I can't live with.So I tried X-Fi, only intention is to get the microphone problem fixed instead of getting better audio quality. When I put it with Z-5500, I can't believe the quality it delivers. I'm not audiophile but the difference is so obvious that everyone can tell. Some people complain about no optical output on XtremeMusic and no DDL on the whole X-Fi line. But you really don't need to. Man, the quality from 3 stereo cables at X-Fi is way better than optical output from Montego. This is when I reallized that for audio products, you need listening to compare, instead of looking (the spec) to compare. XtremeMusic should be good for most people but I still bought Platinum version for future proof anyway. In my value, not quality, oriented mind, I still vote for Creative this time. Creative beats Turtle Beach this time. Beats it really hard.Of course, the microphone is fixed too"
1258,electronics,All I can say is that they are good sleeves and they are nice to have to protect CD's/DVD's
1259,electronics,"I thought this would be a great buy, but the shipping costs make it more expensive than best buy.  Screw that"
1260,electronics,"Memorex makes an excellent paper sleeve to protect CDs and DVDs from lying around gathering dust. The paper sleeves are also particularly good when mailing CDs and DVD discs because they protect the disc while reducing the cost of postage. It costs less to mail CD and DVD media in paper sleeves than it does to mail the same CDs and DVDs in slim jewel cases. This savings alone should make these sleeves pay for themselves!The color white is neutral and doesn't distract you from being able to focus on the label or other writing on the CD or DVD. I agree with the reviewer who notes that there is a hole in the back of the sleeve into which you can insert a flap. This ensures that the CDs and DVDs don't dislodge when they are in transit in the postal system or your car as you take them from one place to another.They are also useful for people who have accumulated so many CDs and DVDs that to store the media even in the slim jewel cases now takes up too much room. Overall, these are good quality paper sleeves at the right price. I highly recommend these CD/DVD paper sleeves for people who want a practical and cost-efficient alternative to jewel cases."
1261,electronics,I purchased a pack of these memorex sleeves or a memorex version very similar to these at Circuit City without first looking at the price. I was astounished to be charged 7.99 plus tax. I purchased the same sleeves at Walmart later the same day for 2.99. Ciruit City has great prices on many things (particularly electronics) but these miscellaneous items can be waaaay overpriced. (Same is true of many items at Office Max). I am not aware of dvd or cd sleeves that are cheaper than these memorex sleeves (when purchased from Walmart or a simlar discounter at least) and they get the job done. These sleeves are fairly light paper but not nearly as light as the open-ended sleeve in which a netflix or blockbuster dvd is stored in. These sleeves do have a flap so the entire cd or dvd is protected
1262,electronics,"These are simply envelopes for your cds and dvds. Can't say anything else about them - except this - I noticed when I opened the box they came in 'my' sleeves were wrapped tightly with a rubber band which caused them to be somewhat crumpled upon removing the rubber band. It did not really affect them adversely, but just be aware that yours may come this way also"
1263,electronics,"The 50 pack are all white, and the window in the front is a useful feature - lets you see what's on there without resorting to opening the envelope. The tab on the back helps keep the disc from falling out - a nice touch"
1264,electronics,What's to say?  They're paper sleeves for CD's ..
1265,electronics,I paid for it and got an e-mail link but have yet to receive the written conformation. Called the 1800#. It's been a month. If it's this hard to get the plan I wonder how it will be if I need to replace my product
1266,electronics,Always something that might come in handy my last remote quit working after a year
1267,electronics,"This is the 1st IPOD I've ever had, and i've been using it constantly since purchase 3 months ago (for gym, work, commuting, planes). No real problems so far. The size is excellent, the look is sheek, and the navigating wheel is a lot easier to use than I was told it was going to be. Battery life is not too bad, i would say it can be used for about 10 hours before the battery picture turns red. I am dissapointed by the capacity- 500 songs is really NOTHING for people who've been buying CDs for 10+ years and enjoy variation in their listenting sessions. I was also dissapointed that you can't do anything with playlists on the IPOD itself- basically everything (eg, creation of playlists, deletion of songs, moving around of songs) has to be done on the computer  uploaded to the IPOD. Recommended for gym-goers and frequent travelers"
1268,electronics,"Excellent MP3 player by Apple, Thin and very easy to use buttons. I bought it for my son and he loves it. The itunes software allows you to copy the CD into your library the moment you load it. However I found it difficult to copy songs into IPOD from CD. The software is very confusing. You have to first load the songs into library and then into IPOD. THere is no direct way. Sometimes the software would hang when synching songs. Also I could not figure out  how to easily load pictures on IPOD. It would be a great product if Apple can add FM radio in it. With a wide range of accessories available and the price rolling back It is a obvious choice over other MP3 player"
1269,electronics,"Great battery life, easy to use, all around good.  The only minus is the dependency on ITunes"
1270,electronics,I bought this as a gift and the person loved it.  Great deal for the money
1271,electronics,"It's conviently small, but not too small to lose in a purse backpack etc, but it has HORRIBLE battery life. I'm in college and listen to it while walking between classes or in the gym and I have to recharge just about every other day. Other than that it's great, just be prepared to have to recharge it ALL the time"
1272,electronics,"Overall, very enjoyable, sleek design and easy to use.  Wish I had waited for next generation release (a month or so after purchase) to get lower price during transition.  Could get a few more things included for the cost, but the value is good.  "
1273,electronics,"Never seen a worse, less intuitive, inconvenient to use and worsely documented software that iTunes. Apples is up to it's usual standard. That's precisely why I prefer not to mess with it"
1274,electronics,This iPod was great while I could use it.  Then my wife took it and now I only see it when she needs me to recharge it!!  I guess it is safe to say that she likes it too!!
1275,electronics,"Very happy with the Nano.   It was a gift for my girlfriend and she enjoys it thoroughly.   She struggled a little with the volume being to low, which was disappointing--till I played with the settings a little (I am a tech specialist, so it's second nature to tinker) and found that there was a second (master) volume setting that limits the output volume that is normally used when listening- Raised that and happy listening!Good buy, good product, good amazon!"
1276,electronics,"This is a TV card I used to replace my aged Lifeview FlyVideo98FM card, so I could watch/record (Trinidad  Tobago) games from TV during the world cup in June '06.The TV quality is the best I ever seen from a TV card to date. Give that it is an ATI based card, this is really good stuff.Unfortunately, the software package has let me down. The card came Bundled with Cyberlink PowerCinema. In day to day usage of my computer, I like to have the FM Radio function on. With the old card and 3rd party FM Radio software, there was no issues at all... With this new card, I often can't even load a webpage without the music sticking and stuttering - this on a computer with 1GB RAM and 2 hard drives! I definitely blame the software for this. If the sticking becomes too much then the Radio stops altogether. I'm forced to close and re-open Power Cinema to listen to Radio again.TV is at least stable while doing other stuff, but you can't shrink Powercinema down to a 320x240 window. also there is a 2 second lag between TV and computer watching the same TV station. This never occured with the old card. Intervideo's WinDVR used with this card had no such issue.It's a pity I don't have XP Media Center Edition (XP Pro I have) to compare XP's Media Center software with Cyberlink's.. Somehow I think Media Center will perform better. WinDVR works better too, barring that the software currently has no sound support for the card.PowerCinema works, but it's not very intuitive. The software is written for the novice user with NO advanced options at all. When recording, you do not know exactly what quality you're using outside of ""good"", ""better"" or ""best"". You can't even change the default recording folder!I am sure that this occurs with other brands of Theatre 550 Pro cards, not just MSI's version. As a side note, the remote that comes with the card works well.In conclusion, It's a card worth getting if you can deal with PowerCinema's Issues, or find a better program to use with the card."
1277,electronics,Just finished burning through my first box of these and they are terrific. Not one was a dud. I always trust all Khypermedia Blank disks cause I have never had a problem with them. Don't hesitate to buy yourself a box of these to use for your own project because they will last you forever. Great bargain for a great produc
1278,electronics,"I own many Lexar memory cards and am very satisfied with their performance. However, I must add that LEXAR (USA) provides EXCELLENT service.   I live in Cape Town, South Africa..... whilst I was formatting one of my LEXAR cards in my Nikon D70, I terminated the formatting halfway (accidentally).... card was damaged.....  sent card to LEXAR USA after logging the problem in their website and within 10 days I had a brand new card couried to me by LEXAR..... no questions asked.... This is outstanding service!!!  Well done Lexar.....Exceeded expectations"
1279,electronics,Fast read/write times are a must for me.  I am pleased so far with the card
1280,electronics,"awesome product. fast data collection, and holds about 450 photos. i would purchase again"
1281,electronics,"Lexar Compact Flash Cards have a good reputation amongst many digital photography professionals. The ""WA"" (write-acceleration) feature provides added value to distance this card from the competition. Excellent return on investment! A MUST buy. ~""O"
1282,electronics,"When I bought my camera, the vendor included one of these cards as part of the package.  It was very quick--far faster than any of the 512MB cards I had on hand, even those that were of the previous generation of ""professional"" Lexar cards.  My camera seems to have no delays writing from its buffer to the card, to the point that I can easily shoot multiple frames per second repeatedly.My only complaint is in the card's reliability.  After about a month of medium-load use (about 1000 photos taken), the card ceased functioning while within the camera.  Neither could my camera read or format it nor could any of my card readers (including the PC Card slot on my laptop with a CF adapter).  The image ""rescue"" software provided by Lexar on the card was of no use, either.Lexar replaced the card, which has worked fine ever since.  However, I purchased a second one, which subsequently also failed after about 2000 photos taken.  Again, the included ImageRescue software failed to help--it found errors but could not do anything about them--but a commercial image recovery tool I purchased was able to read, then reformat, the card, and it has worked reliably since"
1283,electronics,"I purchased the Lexar 1GB 80x Pro CF card for use with my Canon EOS Digital Rebel XT 8 mega pixel DSLR camera. I also have a SanDisk 1GB CF card which I also use with the DSLR. Of the two cards the Lexar is far and away the fastest in recording  reading, I can take multiple shots at the camera's highest resolution (8 Mega Pixels)yet never have to wait for the shots to be saved before shooting more. There are also no compatibility problems.To be fair to the Sandisk, it's an older model I purchased a few years ago for a MP3 player, however I now use it only as a backup to the Lexar.I plan on buying a couple more of these cards in the near future"
1284,electronics,I just purchased the Canon 20D and this card is a true marriage of the two necessities.  Plenty of picture room and I plan to purchase a 2GB prior to my trip to IRELAND.  Price wise I did great and the turnaround time was excellent.This card was ranked No 1# in two seperate on line test so I was very sold prior to my purchase. 
1285,electronics,"If you find that they UPS is briefly cutting off power at computer boot up, there's something wrong with your configuration. The UPS is purposedly cutting off power in order to cause the computer BIOS to restart the computer. This happens only after the UPS has sent a shutdown signal to the computer. You should not power on the computer until the UPS is done with its power up procedure. If you want to take advantage of the automatic computer restart after AC power is back, you should set your computer BIOS to Power On when AC power is restored. Since, while the computer is off, it doesn't know when the power comes back on, when the UPS cuts off power briefly this is the signal to the computer to power itself back on"
1286,electronics,"I installed this unit on my HP AMD 64 X2 with a 19-inch LCD monitor.  Installation was very straightforward, with no problems experienced.  The unit has two rows of power outlets - eight outlets total.  All are surge protected, but only one row has battery backup.  Each row includes an outlet that is offset to allow transformer power supplies to be connected and still accommodate use of the other outlets.  The unit also surge protects the incoming telephone line, and interacts well transparently my DSL service.The unit comes with a USB connector cable that is used to transfer information between the unit and the computer.  Also included is ""PowerChute Personal Edition"" software.  This software replaces the UPS option used under the ""Power"" icon of Widow's XP Control Panel.  PowerChute PE allows user selection of alarms and power options to best fit the user's needs.  PowerChute PE automatically loads at computer startup, and resides as an icon on the right-side of the Window's task bar.  It monitors the unit's status, and provides information concerning abnormal power events that have occurred for future reference.In order to assure that there is enough battery power for this unit to operate properly, I only attached the PC and monitor to the powered row of outlets.  Transformers seem to use a lot of power, and to gain the most time available for adequate shut-down times they should only be plugged into the ""surge only"" outlet row.When A/C power fails, the unit immediately picks up the power load.  It will then begin to shut down the PC if A/C power does not become available shortly .  The default method it uses is to place the PC into ""hibernation mode"", saving the desktop exactly ""as is"" for future start-up.  It accomplished this task with my PC perfectly.If I had wanted a UPS to keep my computer running for several minutes during an A/C power outage, this is not the unit I would have purchased.  However, to keep my system from re-booting due to the power being interrupted momentarily, or to shut down the PC safely should the power outage last longer, this is a cost-effective solution for those tasks."
1287,electronics,"I had the same experience as the reviewer on 11/17/2005.  I tested the UPS by shutting off the power at the breaker.  Within a minute, the UPS software shut down the computer (I had set for 4 minutes, so obviously the battery wasn't going to hold up long.  Only load was computer, monitor, and router).  At any rate, the shut down was successful.  But upon power-up, about 30 seconds into the reboot, the UPS beeped and cut power to the battery-backup outlets, which killed the computer mid-bootup and killed the router for a second or so.Absolutely worthless, as the whole reason I wanted the UPS was to prevent shutdowns during the occasional 2 minute power blips I have here"
1288,electronics,I would not recommend this unit for most computers as the battery is too small to provide reasonable runtime.  Under a 200W load it only lasted 3 minutes while the Back-UPS ES 500 lasted almost 12 minutes.  The ES 500 is only slightly more expensive but provides much longer runtime.  In my opinion this UPS is only good for very small loads (less than the average computer)
1289,electronics,"The manufacturer only lists software compatibility with OS 9. Guess what... Mac OS X (works great with 10.3) has built in support. Just plug it in to a USB port and it's available in the system preferences pane under Energy Saver. From there, you can set auto shut down and monitor the battery charge in the unit.This is definitely recommended for smaller computers/monitors or people needing short run time. I'm using it with a PowerBook so that I can gently spin down my attached external hard drives and still have protection for surges on the printer and speakers.You might want to consider the BackUPS Office 650 (Model #BE650BB) instead. You get considerably more run time and 2 more outlets (8 total instead of 6 total on this unit)"
1290,electronics,"I don't own this specific APC product, but I do own other APC products.My home was hit by lightning on July 2, 2004 during a severe lightning storm. Both of my garage door openers were destroyed during the strike and they were on separate NET3 power line surge protectors made by APC.NET3 surge protectors offer the best ($50,000) damaged equipment warranty that APC offers. APC refuses to pay for replacement garage door openers since in their determination, the surge protectors are functioning properly (I had to send the surge protectors at my expense for analysis at their labs).I will never contend that a surge protector can protect any device from a direct lightning strike, but the APC warranty contends that they will replace your equipment in the event this unfortunate event occurs.I now do not recommend APC equipment, since their warranty is worthless"
1291,electronics,"I bought 5 of these for the computers in the house. I would have got better ones but the house has an auto generator so all I need is about 30 seconds of power. I noticed in another review the person saying there unit was going of and on battery mode even when the power was still on... To my understanding this unit detects (dirty power) and when it detects it, it will then stop accepting ac power. I think the software it comes with allows you to turn the feature off or even turn the sensitivity up"
1292,electronics,Designed obsolescence is the word that best discribes Delorme No support!!!!!!!!!
1293,electronics,"I have had this for about 2 years and I travel about 100 days a year by car.  I have it hooked up to my laptop, which is on the passanger seat.  It has never left me down.  In fact I would be lost without it, literly.  I tracks where I go anywhere in the US with the existing software.  Nothing else to buy !!!  It pinpoints where I am at anytime.  It's GREAT.  If you travel a lot like me via car, and have a laptop, a VERY GOOD, AND LOGICAL PURCHASE"
1294,electronics,"Consider another receiver before buying Delorme's. Delorme's receiver works only with their software (the receiver does not conform to any standard, unlike most other receivers.) The Delorme software itself is not very accurate. Just in looking at the area of a few blocks surronding my home, I found 3 instances where a facility was shown as being located several blocks from where it actually is - but Microsoft had no problem locating the facilities properly. Finally, with the receiver I have, even after the device as been initialized, Delorme's software sometimes is unable to find it. (I suspect that is because the cable on the GPS side sometimes pulls slightly out, but fiddling with it doesn't seem to accomplish much). Real irritating out on the road, as it is when you find one of their printed atlas has been misbound and lacks several pages"
1295,electronics,"I have an earlier version of this program and the antenna. It works well in the car with my laptop. I did not have the trouble others had with service. I ordered their latest version of their 3_D Topo map program. It was scheduled to be shipped in late March, 2001. I had an immediate need for the program and called them. I talked to a real person who directed me to the right people to write to. I asked for a Beta version to use until the new version was released. In less than a week I received the full version (not the Beta version). You can't get better service. Every one of their products has worked well for me and have installed easily"
1296,electronics,Ultra II gives very good speed to make sure your camera isn't waiting on memory. 
1297,electronics,"I've had this product for over a year and use it with my Nikon D50. It has performed flawlessly in less than perfect environments, example: blowing beach sand, salt water mists, and in high heat and humidity.I bought one for my daughter recently and she has been quite happy with its performance in her Canon SD600. Would buy this brand again"
1298,electronics,I used it in Brasil and had it developed.  I was very happy with it.  It was the very first time I've used a digital camera
1299,electronics,"The card worked fine for my son's graduation and a family holiday but became corrupted during my brother's wedding and I lost all the photos from that event.  I still can't believe it happened.  If you have an iPod, or other, remember to back-up your photos as soon as you can to try and avoid this"
1300,electronics,"This may be a good SD, don't know because the company would not allow shipment to Hawaii.  Therefore ordered the Viking SD and it has been a very good SD"
1301,electronics,"It's the fastest and most realiable SD card I ever used. I heard SanDisk has released a newer one that's even faster, but this one is all I need. I bought two 512MB cards to be used with a digital camera (Nikon D50) and never lost anything"
1302,electronics,I can only say positive things about this memory card.  It does a fabulous job for my 7.1 mega-pixel digital camera.  Anyone who is in the market for a fast memory card with lots of storage this is the one I recommend.  
1303,electronics,"I have several Sandisk products USB Compact Flash and SD, have been purchasing thier flash cards since the early days (10MB  15MB cards)  Have allways found them to work great and a good value (dollar cost) for the quality.  The new ultra II SD card is my second SD, also have a 256MB card (also Sandisk not ultra however)  These cards work well and keep on going like the Duracell Bunny!  There are a lot of cheaper cards but not many that compare in performance and quality"
1304,electronics,"There's a review here where someone takes their COMPUTER and analyzes the performance of the card.  Unfortunately, most of the time what matters is how the card works with your CAMERA.  A camera generally doesn't move data as fast as a computer, and it has to process it first - so those tests really only measure how fast you can download the images (or other files) to your hard drive.  If that matters to you, great.For the rest of you, especially camera users, here's the real story:- You need a faster than standard card if you plan to use 30fps 640x480 video.  It's also a good idea with high resolution cameras, if they are especially fast at processing and writing the images.- But ... I just bought a different 512MB SD card for $10 after rebate.  It's hard to beat that price / performance ratio if you're just storing photographs.  Sure, video of the 2 year old nephews is fun a couple times a year, but other than that, regular speed cards work fine for many uses.Always buy what's right for your needs.  And, if the price differences are small, go with the faster card.  There are promotions every week on various memory cards, look for one if you have time.  Those can make higher speed cards a good value, though the standard speed cards have gotten so inexpensive you may want one as a backup as well"
1305,electronics,"I have been looking for an easier way to protect the front my my lens without having to either take off my lens hood or trying to fumble around with the lens cap with the hood still on.  Op/Tech came up with the solution!  All you have to do is stretch the proper size hood hat over the hood and everything is protected and ready to go.  Super easy to take off, putting on takes a little more time, but you never miss a picture putting it on anyway.  Basically this is an inexpensive way to add some extra insurance against getting dirt, water, etc on your front element while you are walking around looking for shots.  It is also very flexible and easy to stick in a pouch or pocket when not being used"
1306,electronics,"This is an excellent cd burner. I have purchased so many and all of them are great. I have no complaints and I feel that this product is of the best quality, long lasting and very durable. When I build computers for my customers I always purchase this burner."
1307,electronics,"This is my first DVD Burner and the first time I used one of Amazons merchants.  I had some concerns about ordering, but everything went very smoothly.  Its a good way of purchasing a bargain and I'm very happy with the Sony DVD Burner"
1308,electronics," I had owned an LG burner and from the time I got it, it never worked right. I must have made 60 or 70 coasters before I decided that it was'nt the media, it was the crappy LG brand burner. I was really afraid because there are so many burners on the market and all of them claim to be good, but as I found out with my LG experience, that is not always true.  My brother has an older model Sony burner and although his is slow, it has made a handful of coasters in the 5 years that he has owned it, so I took a chance and purchased the Sony DRU-810A. That was the best decision I could have made. I will never buy another brand burner other that Sony brand. I have had this burner about 7 or 8 months. I am a very heavy burner and I have not made one coaster.  One thing I loved about my brother's Sony burner is that I could use any brand of media. The same thing is true of the DRU-810A. I don't have to worry about where the media was manufactured or who the maker is. This burner loves everything. I had looked at the Plextor brand, but I did'nt want to pay $100.00 and I looked at NEC brand, LiteOn, BenQ. etc., but I am so happy that I passed on them all and got the Sony. It burns super fast. Some people say that it is loud, but it's not loud to me. I got my burner from Tiger Direct for $50.00. My sister's computer came with a crappy LG brand burner too and for almost 2 years she has not been able to burn at all because she gets nothing but coasters too, so for Christmas I am buying her a Sony DUR-810A so she can finally burn some movies. For my money, this is the best burner bar none."
1309,electronics,This DVD burner has exceeded my expectations. Additionally the price was right including a rebate offer with my effective price lower than some no-name brands
1310,electronics,Amazon service was fast. Drive installed easily and is working well after 3 weeks
1311,electronics,The drive works great.  It was a bit difficult to install in my Sony computer as the two faceplates that came with the unit were different than the ones on my computer case--seems like Sony could pay attention to a bit more standardization on such simple things.  Service from Amazon was great as expected
1312,electronics,"I have been trying to find a way to easily carry a lot of camera equipment for quite some time. I have tried backpacks, shoulder bags, duffel bags, but none of them really worked all that well. Then I saw the Lowepro Street and Field system with completely customizable pouches, vests, belts, and accessories. It works great, you only get the pouches you need so there is no waisted space and you can organize them however you want according to how often they are used (put frequently used items in easier to access places.) The variety alone of this system is worth the investment, but the quality and ease of use is also very high which is a big plus. You can get a case for any lens, camera body, or accessory you have. I even have cases for my cell phone and water bottle. One word of caution, be sure to measure your lens with the lens hood on backwards if you use them to make sure that the entire thing will fit into the pouch, because sometimes the lens will fit, but then the lens with the lens hood will not. I often carry 5-6 lenses, extension tubes, teleconverters, extra memory cards and batteries, and a bunch of cleaning supplies and other gadgets, which weights a ton. But when they are evenly distributed on this vest/belt Lowepro system it is actually very manageable. The only down side is that everyone will be staring at you because you have thousands of dollars of camera equipment strapped to your body. But if you can overlook that, this is the way to go. I have used this system at many zoos without ever having problems, in fact just unzipping a single lens and switching seems safer to me than opening an entire bag of equipment every time you want to switch lenses. Many of the cases also come with a built in rain/snow cover so if the weather changes all of your equipment is not destroyed. You can also put just a few pouches on a normal belt when you are just going to take photos in the back yard or don't need to take all of your equipment, which is nice. I really can't say enough about how much easier this makes traveling with a lot of equipment, if you have been hopelessly searching for a better solution, consider this, you won't regret it."
1313,electronics,"Tripp Lite's INTERNETOFFICE700 standby UPS system offers surge suppression and long lasting battery support for personal computers, internetworking equipment and other sensitive electronics. Internal UPS circuits support entry level PC systems for up to 45 minutes during power failures and brownouts so that connected equipment can be shutdown without data loss. Offers complete desktop power protection in an attractive gray tower configuration. Includes 3 battery supported outlets for computer, monitor and one vital system peripheral, plus 3 additional surge suppression-only outlets for printers and other system accessories not requiring battery support. USB port enables optional unattended system shutdown without data loss in the case of extended power failure, USB cable included. PowerAlert software available via free download from www.tripplite.com. Built-in RJ11 phone suppression jacks protect modem, fax machine, cordless phone or other peripheral with a standard single line dialup/DSL phone connection. Built-in audible alarm and 3 front panel LEDs indicate line power status, battery power status and battery low/replace status. 700VA / 425 watt power handling ability supports entry-level PCs, network workstations, point-of-sale equipment, small business phone systems, audio/video equipment and home theater systems. Offers 5 minutes battery runtime with a full load of 700VA and 17 minutes with a half load of 350VA. Supports user battery replacement via built-in access panel. 2 year warranty. $150,000 connected equipment insurance (USA  Canada only)"
1314,electronics,"This card is lightning fast. I am using it with my Canon SD700 and works great. Only drawback is that it is slightly expensive, but quality never comes cheap. :"
1315,electronics,"I recently received this card from one of the vendors that works through Amazon.  It did NOT have the notch at the bottom (as another reviewer suggested indicated the product may be a fake), so I phoned SanDisk and was informed, based on the serial number, that the card IS authentic.  So apparently the lack of a notch on the bottom of the card is not cause for concern"
1316,electronics,This memory card is great - great quality and allows my 6 mp camera to take TONS of pictures.  I highly recommend this product
1317,electronics,I bought it for my Canon S3 IS. First I tried it without formatting and fill it up with photos and video and no problems. Then I did the suggested format by Canon and it worked the same: perfect. Fast enough to cope with the demands of the camera; haven't any problem of corruption. I've been tempted to buy another one. 
1318,electronics,It's a memory card and it works!  I have never had a problem with any memory card I have owned including this one.  I was told SanDisk was a good brand and so far (5th memory card of theirs I have owned) they have all been reliable
1319,electronics,"This card allows me to store 330 pictures at the highest resolution and the lowest compression.  If you want less resolution and/or more compression, you can store over 1,000 pictures on this one card.  The other big advantage is the very fast transfer times to and from my PC"
1320,electronics,"This flash drive worked fine for me and then failed after about 8 months.  I used Viking's online help and found it to have fast and helpful response.  They offered some suggestions on recovering the drive and when that failed, they gave me an RMA to ship it back for a replacement.  I had a new one within a week, no hassle, no fees (other than the $1.50 to mail it back to them).     I never expected such great customer service.  The new drive is working fine, so hopefully that was just a bad batch"
1321,electronics,"This USB Flash Memory Drive works exactly as described, and I'm glad I bought it.  I didn't give it 5 stars because its size makes it a little inconvenient to use.  My laptop has two USB ports, one directly under the other.  This device is big enough that it prevents connecting a second USB device to the other port at the same time.  I've given up on the rebate.  It's been nearly 5 months, and follow-ups have not helped"
1322,electronics,the USB flash frive is super easy to use and and it so small to cary anywhere. I use it for presentations and to load other computers that I'm working with. I would recommend it for not only the great price but the size and value.
1323,electronics, It works sweet it saves my from dragging around my laptop
1324,electronics,"nice simple design, easy to use, worked great for me so far"
1325,electronics,"When I paid somewhere between $20-$30 a couple of months ago for the OptiFix Pro Kit, I made the wrongful assumption that a high price tag would entail good craftsmanship in contrast with some of the cheaper radial cleaners I've owned before.  The package's description made it seem promising enough and I've had mostly good experiences with Memorex in the past, so I just had put it to the test immediately after taking the product home.  After reading the instruction guide carefully before use, I'm positive the product was being used properly, but unfortunately, the OptiFix Pro just couldn't deliver the goods.  In fact, not only could it do nothing to restore any of the discs I inserted, it worsened the scratches it was supposed to repair!  What's more frustrating - two of the discs it served to further damage are out of print and therefore irreplacable.  I hope fellow CD collectors will sympathize with my message and steer clear of this particular Memorex product"
1326,electronics,"I had two unworking disks (One a PS2 game and the other a PSX game) so I picked this up and both work fine now! The only thing is you'll have to run it through a couple times. If you run it through once you'll see little difference... But for the price and since it does work... eventually, I still give it a 5 out of 5."
